id,sentence,pos_triplet,neg_triplet,pos_image_id,neg_image_id,neg_value,sentence_id
1202,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2340972,2396263,subject,174
1203,a cup is in a hand.,"cup,in,hand","('baby', 'in', 'hand')",2340972,2359177,subject,174
1204,a cup is in a hand.,"cup,in,hand","('frisbee', 'in', 'hand')",2340972,2374841,subject,174
1205,a cup is in a hand.,"cup,in,hand","('bagel', 'in', 'hand')",2340972,2352967,subject,174
1206,a cup is in a hand.,"cup,in,hand","('bananas', 'in', 'hand')",2316644,2377598,subject,174
1207,a cup is in a hand.,"cup,in,hand","('bananas', 'in', 'hand')",2316644,2337044,subject,174
1208,a cup is in a hand.,"cup,in,hand","('bags', 'in', 'hand')",2316644,2345584,subject,174
1209,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2316644,2360963,subject,174
1210,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2316644,2319166,subject,174
1211,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2316644,2407245,subject,174
1212,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2316644,2350246,subject,174
1213,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2316644,2396263,subject,174
1214,a cup is in a hand.,"cup,in,hand","('baby', 'in', 'hand')",2316644,2359177,subject,174
1215,a cup is in a hand.,"cup,in,hand","('frisbee', 'in', 'hand')",2316644,2374841,subject,174
1216,a cup is in a hand.,"cup,in,hand","('bagel', 'in', 'hand')",2316644,2352967,subject,174
1217,a cup is in a hand.,"cup,in,hand","('bananas', 'in', 'hand')",2326164,2377598,subject,174
1218,a cup is in a hand.,"cup,in,hand","('bananas', 'in', 'hand')",2326164,2337044,subject,174
1219,a cup is in a hand.,"cup,in,hand","('bags', 'in', 'hand')",2326164,2345584,subject,174
1220,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2326164,2360963,subject,174
1221,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2326164,2319166,subject,174
1222,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2326164,2407245,subject,174
1223,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2326164,2350246,subject,174
1224,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",2326164,2396263,subject,174
1225,a cup is in a hand.,"cup,in,hand","('baby', 'in', 'hand')",2326164,2359177,subject,174
1226,a cup is in a hand.,"cup,in,hand","('frisbee', 'in', 'hand')",2326164,2374841,subject,174
1227,a cup is in a hand.,"cup,in,hand","('bagel', 'in', 'hand')",2326164,2352967,subject,174
1228,a cup is in a hand.,"cup,in,hand","('bananas', 'in', 'hand')",713126,2377598,subject,174
1229,a cup is in a hand.,"cup,in,hand","('bananas', 'in', 'hand')",713126,2337044,subject,174
1230,a cup is in a hand.,"cup,in,hand","('bags', 'in', 'hand')",713126,2345584,subject,174
1231,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",713126,2360963,subject,174
1232,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",713126,2319166,subject,174
1233,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",713126,2407245,subject,174
1234,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",713126,2350246,subject,174
1235,a cup is in a hand.,"cup,in,hand","('apple', 'in', 'hand')",713126,2396263,subject,174
1236,a cup is in a hand.,"cup,in,hand","('baby', 'in', 'hand')",713126,2359177,subject,174
1237,a cup is in a hand.,"cup,in,hand","('frisbee', 'in', 'hand')",713126,2374841,subject,174
1238,a cup is in a hand.,"cup,in,hand","('bagel', 'in', 'hand')",713126,2352967,subject,174
1239,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2377598,2340972,subject,114
1240,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2377598,2316644,subject,114
1241,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2377598,2326164,subject,114
1242,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2377598,713126,subject,114
1243,bananas are in a hand.,"bananas,in,hand","('bags', 'in', 'hand')",2377598,2345584,subject,114
1244,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2377598,2360963,subject,114
1245,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2377598,2319166,subject,114
1246,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2377598,2407245,subject,114
1247,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2377598,2350246,subject,114
1248,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2377598,2396263,subject,114
1249,bananas are in a hand.,"bananas,in,hand","('baby', 'in', 'hand')",2377598,2359177,subject,114
1250,bananas are in a hand.,"bananas,in,hand","('frisbee', 'in', 'hand')",2377598,2374841,subject,114
1251,bananas are in a hand.,"bananas,in,hand","('bagel', 'in', 'hand')",2377598,2352967,subject,114
1252,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2337044,2340972,subject,114
1253,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2337044,2316644,subject,114
1254,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2337044,2326164,subject,114
1255,bananas are in a hand.,"bananas,in,hand","('cup', 'in', 'hand')",2337044,713126,subject,114
1256,bananas are in a hand.,"bananas,in,hand","('bags', 'in', 'hand')",2337044,2345584,subject,114
1257,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2337044,2360963,subject,114
1258,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2337044,2319166,subject,114
1259,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2337044,2407245,subject,114
1260,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2337044,2350246,subject,114
1261,bananas are in a hand.,"bananas,in,hand","('apple', 'in', 'hand')",2337044,2396263,subject,114
1262,bananas are in a hand.,"bananas,in,hand","('baby', 'in', 'hand')",2337044,2359177,subject,114
1263,bananas are in a hand.,"bananas,in,hand","('frisbee', 'in', 'hand')",2337044,2374841,subject,114
1264,bananas are in a hand.,"bananas,in,hand","('bagel', 'in', 'hand')",2337044,2352967,subject,114
1265,bags are in a hand.,"bags,in,hand","('cup', 'in', 'hand')",2345584,2340972,subject,192
1266,bags are in a hand.,"bags,in,hand","('cup', 'in', 'hand')",2345584,2316644,subject,192
1267,bags are in a hand.,"bags,in,hand","('cup', 'in', 'hand')",2345584,2326164,subject,192
1268,bags are in a hand.,"bags,in,hand","('cup', 'in', 'hand')",2345584,713126,subject,192
1269,bags are in a hand.,"bags,in,hand","('bananas', 'in', 'hand')",2345584,2377598,subject,192
1270,bags are in a hand.,"bags,in,hand","('bananas', 'in', 'hand')",2345584,2337044,subject,192
1271,bags are in a hand.,"bags,in,hand","('apple', 'in', 'hand')",2345584,2360963,subject,192
1272,bags are in a hand.,"bags,in,hand","('apple', 'in', 'hand')",2345584,2319166,subject,192
1273,bags are in a hand.,"bags,in,hand","('apple', 'in', 'hand')",2345584,2407245,subject,192
1274,bags are in a hand.,"bags,in,hand","('apple', 'in', 'hand')",2345584,2350246,subject,192
1275,bags are in a hand.,"bags,in,hand","('apple', 'in', 'hand')",2345584,2396263,subject,192
1276,bags are in a hand.,"bags,in,hand","('baby', 'in', 'hand')",2345584,2359177,subject,192
1277,bags are in a hand.,"bags,in,hand","('frisbee', 'in', 'hand')",2345584,2374841,subject,192
1278,bags are in a hand.,"bags,in,hand","('bagel', 'in', 'hand')",2345584,2352967,subject,192
1279,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2360963,2340972,subject,164
1280,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2360963,2316644,subject,164
1281,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2360963,2326164,subject,164
1282,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2360963,713126,subject,164
1283,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2360963,2377598,subject,164
1284,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2360963,2337044,subject,164
1285,an apple is in a hand.,"apple,in,hand","('bags', 'in', 'hand')",2360963,2345584,subject,164
1286,an apple is in a hand.,"apple,in,hand","('baby', 'in', 'hand')",2360963,2359177,subject,164
1287,an apple is in a hand.,"apple,in,hand","('frisbee', 'in', 'hand')",2360963,2374841,subject,164
1288,an apple is in a hand.,"apple,in,hand","('bagel', 'in', 'hand')",2360963,2352967,subject,164
1289,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2319166,2340972,subject,164
1290,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2319166,2316644,subject,164
1291,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2319166,2326164,subject,164
1292,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2319166,713126,subject,164
1293,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2319166,2377598,subject,164
1294,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2319166,2337044,subject,164
1295,an apple is in a hand.,"apple,in,hand","('bags', 'in', 'hand')",2319166,2345584,subject,164
1296,an apple is in a hand.,"apple,in,hand","('baby', 'in', 'hand')",2319166,2359177,subject,164
1297,an apple is in a hand.,"apple,in,hand","('frisbee', 'in', 'hand')",2319166,2374841,subject,164
1298,an apple is in a hand.,"apple,in,hand","('bagel', 'in', 'hand')",2319166,2352967,subject,164
1299,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2407245,2340972,subject,164
1300,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2407245,2316644,subject,164
1301,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2407245,2326164,subject,164
1302,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2407245,713126,subject,164
1303,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2407245,2377598,subject,164
1304,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2407245,2337044,subject,164
1305,an apple is in a hand.,"apple,in,hand","('bags', 'in', 'hand')",2407245,2345584,subject,164
1306,an apple is in a hand.,"apple,in,hand","('baby', 'in', 'hand')",2407245,2359177,subject,164
1307,an apple is in a hand.,"apple,in,hand","('frisbee', 'in', 'hand')",2407245,2374841,subject,164
1308,an apple is in a hand.,"apple,in,hand","('bagel', 'in', 'hand')",2407245,2352967,subject,164
1309,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2350246,2340972,subject,164
1310,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2350246,2316644,subject,164
1311,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2350246,2326164,subject,164
1312,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2350246,713126,subject,164
1313,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2350246,2377598,subject,164
1314,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2350246,2337044,subject,164
1315,an apple is in a hand.,"apple,in,hand","('bags', 'in', 'hand')",2350246,2345584,subject,164
1316,an apple is in a hand.,"apple,in,hand","('baby', 'in', 'hand')",2350246,2359177,subject,164
1317,an apple is in a hand.,"apple,in,hand","('frisbee', 'in', 'hand')",2350246,2374841,subject,164
1318,an apple is in a hand.,"apple,in,hand","('bagel', 'in', 'hand')",2350246,2352967,subject,164
1319,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2396263,2340972,subject,164
1320,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2396263,2316644,subject,164
1321,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2396263,2326164,subject,164
1322,an apple is in a hand.,"apple,in,hand","('cup', 'in', 'hand')",2396263,713126,subject,164
1323,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2396263,2377598,subject,164
1324,an apple is in a hand.,"apple,in,hand","('bananas', 'in', 'hand')",2396263,2337044,subject,164
1325,an apple is in a hand.,"apple,in,hand","('bags', 'in', 'hand')",2396263,2345584,subject,164
1326,an apple is in a hand.,"apple,in,hand","('baby', 'in', 'hand')",2396263,2359177,subject,164
1327,an apple is in a hand.,"apple,in,hand","('frisbee', 'in', 'hand')",2396263,2374841,subject,164
1328,an apple is in a hand.,"apple,in,hand","('bagel', 'in', 'hand')",2396263,2352967,subject,164
1329,a baby is in a hand.,"baby,in,hand","('cup', 'in', 'hand')",2359177,2340972,subject,217
1330,a baby is in a hand.,"baby,in,hand","('cup', 'in', 'hand')",2359177,2316644,subject,217
1331,a baby is in a hand.,"baby,in,hand","('cup', 'in', 'hand')",2359177,2326164,subject,217
1332,a baby is in a hand.,"baby,in,hand","('cup', 'in', 'hand')",2359177,713126,subject,217
1333,a baby is in a hand.,"baby,in,hand","('bananas', 'in', 'hand')",2359177,2377598,subject,217
1334,a baby is in a hand.,"baby,in,hand","('bananas', 'in', 'hand')",2359177,2337044,subject,217
1335,a baby is in a hand.,"baby,in,hand","('bags', 'in', 'hand')",2359177,2345584,subject,217
1336,a baby is in a hand.,"baby,in,hand","('apple', 'in', 'hand')",2359177,2360963,subject,217
1337,a baby is in a hand.,"baby,in,hand","('apple', 'in', 'hand')",2359177,2319166,subject,217
1338,a baby is in a hand.,"baby,in,hand","('apple', 'in', 'hand')",2359177,2407245,subject,217
1339,a baby is in a hand.,"baby,in,hand","('apple', 'in', 'hand')",2359177,2350246,subject,217
1340,a baby is in a hand.,"baby,in,hand","('apple', 'in', 'hand')",2359177,2396263,subject,217
1341,a baby is in a hand.,"baby,in,hand","('frisbee', 'in', 'hand')",2359177,2374841,subject,217
1342,a baby is in a hand.,"baby,in,hand","('bagel', 'in', 'hand')",2359177,2352967,subject,217
1343,a frisbee is in a hand.,"frisbee,in,hand","('cup', 'in', 'hand')",2374841,2340972,subject,212
1344,a frisbee is in a hand.,"frisbee,in,hand","('cup', 'in', 'hand')",2374841,2316644,subject,212
1345,a frisbee is in a hand.,"frisbee,in,hand","('cup', 'in', 'hand')",2374841,2326164,subject,212
1346,a frisbee is in a hand.,"frisbee,in,hand","('cup', 'in', 'hand')",2374841,713126,subject,212
1347,a frisbee is in a hand.,"frisbee,in,hand","('bananas', 'in', 'hand')",2374841,2377598,subject,212
1348,a frisbee is in a hand.,"frisbee,in,hand","('bananas', 'in', 'hand')",2374841,2337044,subject,212
1349,a frisbee is in a hand.,"frisbee,in,hand","('bags', 'in', 'hand')",2374841,2345584,subject,212
1350,a frisbee is in a hand.,"frisbee,in,hand","('apple', 'in', 'hand')",2374841,2360963,subject,212
1351,a frisbee is in a hand.,"frisbee,in,hand","('apple', 'in', 'hand')",2374841,2319166,subject,212
1352,a frisbee is in a hand.,"frisbee,in,hand","('apple', 'in', 'hand')",2374841,2407245,subject,212
1353,a frisbee is in a hand.,"frisbee,in,hand","('apple', 'in', 'hand')",2374841,2350246,subject,212
1354,a frisbee is in a hand.,"frisbee,in,hand","('apple', 'in', 'hand')",2374841,2396263,subject,212
1355,a frisbee is in a hand.,"frisbee,in,hand","('baby', 'in', 'hand')",2374841,2359177,subject,212
1356,a frisbee is in a hand.,"frisbee,in,hand","('bagel', 'in', 'hand')",2374841,2352967,subject,212
1357,a bagel is in a hand.,"bagel,in,hand","('cup', 'in', 'hand')",2352967,2340972,subject,160
1358,a bagel is in a hand.,"bagel,in,hand","('cup', 'in', 'hand')",2352967,2316644,subject,160
1359,a bagel is in a hand.,"bagel,in,hand","('cup', 'in', 'hand')",2352967,2326164,subject,160
1360,a bagel is in a hand.,"bagel,in,hand","('cup', 'in', 'hand')",2352967,713126,subject,160
1361,a bagel is in a hand.,"bagel,in,hand","('bananas', 'in', 'hand')",2352967,2377598,subject,160
1362,a bagel is in a hand.,"bagel,in,hand","('bananas', 'in', 'hand')",2352967,2337044,subject,160
1363,a bagel is in a hand.,"bagel,in,hand","('bags', 'in', 'hand')",2352967,2345584,subject,160
1364,a bagel is in a hand.,"bagel,in,hand","('apple', 'in', 'hand')",2352967,2360963,subject,160
1365,a bagel is in a hand.,"bagel,in,hand","('apple', 'in', 'hand')",2352967,2319166,subject,160
1366,a bagel is in a hand.,"bagel,in,hand","('apple', 'in', 'hand')",2352967,2407245,subject,160
1367,a bagel is in a hand.,"bagel,in,hand","('apple', 'in', 'hand')",2352967,2350246,subject,160
1368,a bagel is in a hand.,"bagel,in,hand","('apple', 'in', 'hand')",2352967,2396263,subject,160
1369,a bagel is in a hand.,"bagel,in,hand","('baby', 'in', 'hand')",2352967,2359177,subject,160
1370,a bagel is in a hand.,"bagel,in,hand","('frisbee', 'in', 'hand')",2352967,2374841,subject,160
1371,a woman is cutting hair.,"woman,cut,hair","('man', 'cut', 'hair')",2400957,2358805,subject,18
1372,a woman is cutting hair.,"woman,cut,hair","('man', 'cut', 'hair')",2400957,2373299,subject,18
1373,a woman is cutting hair.,"woman,cut,hair","('man', 'cut', 'hair')",2400957,2398745,subject,18
1374,a woman is cutting hair.,"woman,cut,hair","('man', 'cut', 'hair')",2362424,2358805,subject,18
1375,a woman is cutting hair.,"woman,cut,hair","('man', 'cut', 'hair')",2362424,2373299,subject,18
1376,a woman is cutting hair.,"woman,cut,hair","('man', 'cut', 'hair')",2362424,2398745,subject,18
1377,a man is cutting a hair.,"man,cut,hair","('woman', 'cut', 'hair')",2358805,2400957,subject,169
1378,a man is cutting a hair.,"man,cut,hair","('woman', 'cut', 'hair')",2358805,2362424,subject,169
1379,a man is cutting a hair.,"man,cut,hair","('woman', 'cut', 'hair')",2373299,2400957,subject,169
1380,a man is cutting a hair.,"man,cut,hair","('woman', 'cut', 'hair')",2373299,2362424,subject,169
1381,a man is cutting a hair.,"man,cut,hair","('woman', 'cut', 'hair')",2398745,2400957,subject,169
1382,a man is cutting a hair.,"man,cut,hair","('woman', 'cut', 'hair')",2398745,2362424,subject,169
1383,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2361370,2317122,subject,123
1384,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2361370,2327047,subject,123
1385,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2361370,285784,subject,123
1386,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2361994,2317122,subject,123
1387,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2361994,2327047,subject,123
1388,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2361994,285784,subject,123
1389,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2331042,2317122,subject,123
1390,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2331042,2327047,subject,123
1391,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2331042,285784,subject,123
1392,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2324103,2317122,subject,123
1393,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2324103,2327047,subject,123
1394,a cat is sitting on a bench.,"cat,sit,bench","('man', 'sit', 'bench')",2324103,285784,subject,123
1395,a cat is laying on a bench.,"cat,layingin,bench","('man', 'laying in', 'bench')",2393487,2355352,subject,262
1396,a cat is laying on a bench.,"cat,layingin,bench","('man', 'laying in', 'bench')",2393487,2412700,subject,262
1397,a cat is laying on a bench.,"cat,layingin,bench","('man', 'laying in', 'bench')",2393487,2360541,subject,262
1398,a cat is laying on a bench.,"cat,layingin,bench","('woman', 'laying in', 'bench')",2393487,2363435,subject,262
1399,a cat is laying on a bench.,"cat,layingin,bench","('dog', 'laying in', 'bench')",2393487,2336574,subject,262
1400,a cat is laying on a bench.,"cat,layingin,bench","('dog', 'laying in', 'bench')",2393487,2379519,subject,262
1401,a cat is laying on a bench.,"cat,layingin,bench","('dog', 'laying in', 'bench')",2393487,2362606,subject,262
1402,a cat is laying on a bench.,"cat,layingin,bench","('man', 'laying in', 'bench')",2328306,2355352,subject,262
1403,a cat is laying on a bench.,"cat,layingin,bench","('man', 'laying in', 'bench')",2328306,2412700,subject,262
1404,a cat is laying on a bench.,"cat,layingin,bench","('man', 'laying in', 'bench')",2328306,2360541,subject,262
1405,a cat is laying on a bench.,"cat,layingin,bench","('woman', 'laying in', 'bench')",2328306,2363435,subject,262
1406,a cat is laying on a bench.,"cat,layingin,bench","('dog', 'laying in', 'bench')",2328306,2336574,subject,262
1407,a cat is laying on a bench.,"cat,layingin,bench","('dog', 'laying in', 'bench')",2328306,2379519,subject,262
1408,a cat is laying on a bench.,"cat,layingin,bench","('dog', 'laying in', 'bench')",2328306,2362606,subject,262
1409,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2348884,2322422,subject,235
1410,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2348884,2322422,subject,235
1411,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2348884,2350400,subject,235
1412,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2348884,2355534,subject,235
1413,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2342922,2322422,subject,235
1414,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2342922,2322422,subject,235
1415,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2342922,2350400,subject,235
1416,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2342922,2355534,subject,235
1417,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2383708,2322422,subject,235
1418,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2383708,2322422,subject,235
1419,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2383708,2350400,subject,235
1420,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2383708,2355534,subject,235
1421,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2403567,2322422,subject,235
1422,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2403567,2322422,subject,235
1423,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2403567,2350400,subject,235
1424,a horse is standing on a beach.,"horse,stand,beach","('man', 'stand', 'beach')",2403567,2355534,subject,235
1425,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2405555,2346094,subject,71
1426,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2405555,2347874,subject,71
1427,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2405555,2320727,subject,71
1428,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2405555,2350014,subject,71
1429,a horse is running on a beach.,"horse,run,beach","('boy', 'run', 'beach')",2405555,2384812,subject,71
1430,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2402934,2346094,subject,71
1431,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2402934,2347874,subject,71
1432,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2402934,2320727,subject,71
1433,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2402934,2350014,subject,71
1434,a horse is running on a beach.,"horse,run,beach","('boy', 'run', 'beach')",2402934,2384812,subject,71
1435,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2318026,2346094,subject,71
1436,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2318026,2347874,subject,71
1437,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2318026,2320727,subject,71
1438,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",2318026,2350014,subject,71
1439,a horse is running on a beach.,"horse,run,beach","('boy', 'run', 'beach')",2318026,2384812,subject,71
1440,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",107904,2346094,subject,71
1441,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",107904,2347874,subject,71
1442,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",107904,2320727,subject,71
1443,a horse is running on a beach.,"horse,run,beach","('man', 'run', 'beach')",107904,2350014,subject,71
1444,a horse is running on a beach.,"horse,run,beach","('boy', 'run', 'beach')",107904,2384812,subject,71
1445,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2375724,2344463,subject,113
1446,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2375724,2402707,subject,113
1447,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2375724,2415551,subject,113
1448,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2375724,2374475,subject,113
1449,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2375724,2349994,subject,113
1450,a horse is drinking the water.,"horse,drink,water","('woman', 'drink', 'water')",2375724,2319593,subject,113
1451,a horse is drinking the water.,"horse,drink,water","('man', 'drink', 'water')",2375724,2351851,subject,113
1452,a horse is drinking the water.,"horse,drink,water","('dog', 'drink', 'water')",2375724,2372988,subject,113
1453,a horse is drinking the water.,"horse,drink,water","('dog', 'drink', 'water')",2375724,2400930,subject,113
1454,a horse is drinking the water.,"horse,drink,water","('dog', 'drink', 'water')",2375724,2348412,subject,113
1455,a horse is drinking the water.,"horse,drink,water","('elephant', 'drink', 'water')",2375724,2403089,subject,113
1456,a horse is drinking the water.,"horse,drink,water","('elephant', 'drink', 'water')",2375724,2408994,subject,113
1457,a horse is drinking the water.,"horse,drink,water","('elephant', 'drink', 'water')",2375724,2351299,subject,113
1458,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2344338,2344463,subject,113
1459,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2344338,2402707,subject,113
1460,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2344338,2415551,subject,113
1461,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2344338,2374475,subject,113
1462,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2344338,2349994,subject,113
1463,a horse is drinking the water.,"horse,drink,water","('woman', 'drink', 'water')",2344338,2319593,subject,113
1464,a horse is drinking the water.,"horse,drink,water","('man', 'drink', 'water')",2344338,2351851,subject,113
1465,a horse is drinking the water.,"horse,drink,water","('dog', 'drink', 'water')",2344338,2372988,subject,113
1466,a horse is drinking the water.,"horse,drink,water","('dog', 'drink', 'water')",2344338,2400930,subject,113
1467,a horse is drinking the water.,"horse,drink,water","('dog', 'drink', 'water')",2344338,2348412,subject,113
1468,a horse is drinking the water.,"horse,drink,water","('elephant', 'drink', 'water')",2344338,2403089,subject,113
1469,a horse is drinking the water.,"horse,drink,water","('elephant', 'drink', 'water')",2344338,2408994,subject,113
1470,a horse is drinking the water.,"horse,drink,water","('elephant', 'drink', 'water')",2344338,2351299,subject,113
1471,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2362669,2344463,subject,113
1472,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2362669,2402707,subject,113
1473,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2362669,2415551,subject,113
1474,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2362669,2374475,subject,113
1475,a horse is drinking the water.,"horse,drink,water","('cat', 'drink', 'water')",2362669,2349994,subject,113
1476,a horse is drinking the water.,"horse,drink,water","('woman', 'drink', 'water')",2362669,2319593,subject,113
1477,a horse is drinking the water.,"horse,drink,water","('man', 'drink', 'water')",2362669,2351851,subject,113
1478,a horse is drinking the water.,"horse,drink,water","('dog', 'drink', 'water')",2362669,2372988,subject,113
